view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,condition,response,type,choices,pass,question_order,example1_name,example1_color,example2_name,example2_color,examples,target,example_color,num_counters,pool_size,example_name,example,pid
NA,11364,ButtonsToText,12,437165,0.0-10.0,1,⚫,ME trial,"[""🟤"",""⚫"",""🟢"",""🔴"",""🔵"",""🟡""]",NA,NA,NA,NA,NA,NA,ibb 🟤,tufa,🟤,0,6,NA,NA,52
NA,15939,ButtonsToText,13,453112,0.0-11.0,1,🟢🟠,"ME_vs_OneToOne trial, concat","[""🟢"",""🟠""]",NA,NA,zun,🟢,cag,🟠,"zun 🟢, cag 🟠",zun lomp cag,NA,NA,NA,NA,NA,52
NA,13137,ButtonsToText,14,466257,0.0-12.0,1,🟡,ME trial,"[""🟢"",""🟣"",""⚫"",""🟠"",""🔴"",""🟡""]",NA,NA,NA,NA,NA,NA,"zun 🟢, lomp 🟢",kiki,🟢,1,6,NA,NA,52
NA,9494,ButtonsToText,15,475760,0.0-13.0,1,🟠,ME trial,"[""🟡"",""🟠""]",NA,NA,NA,NA,NA,NA,"gazzer 🟡, wif 🟡, fom 🟡",fep,🟡,2,2,NA,NA,52
NA,17321,ButtonsToText,16,493089,0.0-14.0,1,🟠🟠🟠⚫⚫,multipleCircles concat trial,"[""🟠"",""⚫""]",NA,NA,dax,🟠,gazzer,⚫,"dax 🟠🟠🟠, gazzer ⚫⚫",dax gazzer,NA,NA,NA,NA,NA,52
NA,5849,ButtonsToText,17,498946,0.0-15.0,1,🟤,catch trial,"[""🟤"",""🟣"",""🟢"",""🟠"",""🔵"",""🟡""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟤,NA,NA,pab,pab 🟤,52
NA,16363,survey-text,18,515347,0.0-16.0,1,"{""strategy"":""Intuition""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
NA,8302,survey-multi-choice,19,523657,0.0-17.0,1,"{""effort"":""High effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
"[{""page_index"":0,""viewing_time"":18293}]",18295,instructions,20,541971,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
"[{""page_index"":0,""viewing_time"":2677},{""page_index"":1,""viewing_time"":4096},{""page_index"":2,""viewing_time"":2600},{""page_index"":3,""viewing_time"":11409},{""page_index"":4,""viewing_time"":8999},{""page_index"":5,""viewing_time"":9282},{""page_index"":6,""viewing_time"":6969},{""page_index"":7,""viewing_time"":8759}]",54791,instructions,0,54804,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
NA,38827,ButtonsToText,1,93636,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
NA,30930,survey-multi-choice,2,124574,0.0-0.0-2.0,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"[{""page_index"":0,""viewing_time"":1898}]",1899,instructions,3,126478,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
NA,28395,ButtonsToText,4,154878,0.0-2.0,1,🟡,ME trial,"[""🟡"",""🟣"",""🟠"",""🟢"",""⚫"",""🔴""]",NA,NA,NA,NA,NA,NA,"pab 🟡, lug 🟡, kiki 🟡",jeg,🟡,2,6,NA,NA,39
NA,12934,ButtonsToText,5,167815,0.0-3.0,1,🟡,ME trial,"[""🔴"",""⚫"",""🟡"",""🔵"",""🟤"",""🟢""]",NA,NA,NA,NA,NA,NA,rish 🔴,jeg,🔴,0,6,NA,NA,39
NA,13197,ButtonsToText,6,181015,0.0-4.0,1,🔴,ME trial,"[""🔴"",""🟤"",""🟠"",""🟢"",""🟣"",""🟡""]",NA,NA,NA,NA,NA,NA,"jeg 🔴, kiki 🔴",yim,🔴,1,6,NA,NA,39
NA,2732,ButtonsToText,7,183751,0.0-5.0,1,🔵,catch trial,"[""🔵"",""🟤"",""🔴"",""🟢"",""🟡"",""🟠""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🔵,NA,NA,zup,zup 🔵,39
NA,9867,ButtonsToText,8,193622,0.0-6.0,1,🟤⚫⚫,"ME_vs_OneToOne trial, concat","[""🟤"",""⚫""]",NA,NA,zup,🟤,lomp,⚫,"zup 🟤, lomp ⚫",zup gazzer lomp,NA,NA,NA,NA,NA,39
NA,3205,ButtonsToText,9,196830,0.0-7.0,1,🟣,catch trial,"[""🟣"",""🟢"",""🟤"",""🔴"",""🟡"",""🔵""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟣,NA,NA,kiki,kiki 🟣,39
NA,3221,ButtonsToText,10,200055,0.0-8.0,1,🟤,ME trial,"[""🟢"",""🟤""]",NA,NA,NA,NA,NA,NA,"cag 🟢, wif 🟢, lug 🟢",gazzer,🟢,2,2,NA,NA,39
NA,7037,ButtonsToText,11,207094,0.0-9.0,1,🔴🔴,"ME_vs_OneToOne trial, oneDropped","[""🔴"",""🔵""]",NA,NA,fom,🔴,zun,🔵,"fom 🔴, zun 🔵",fom fep,NA,NA,NA,NA,NA,39
NA,3869,ButtonsToText,12,210967,0.0-10.0,1,🟡,ME trial,"[""🟡"",""⚫""]",NA,NA,NA,NA,NA,NA,"hed 🟡, zup 🟡",zun,🟡,1,2,NA,NA,39
NA,5397,ButtonsToText,13,216367,0.0-11.0,1,🟠🟤,simple concat trial,"[""🟠"",""🟤""]",NA,NA,hed,🟠,dax,🟤,"hed 🟠, dax 🟤",hed dax,NA,NA,NA,NA,NA,39
NA,4654,ButtonsToText,14,221024,0.0-12.0,1,🟣🟣🟣🟢🟢,multipleCircles concat trial,"[""🟣"",""🟢""]",NA,NA,pab,🟣,yim,🟢,"pab 🟣🟣🟣, yim 🟢🟢",pab yim,NA,NA,NA,NA,NA,39
NA,7268,ButtonsToText,15,228296,0.0-13.0,1,🟡🔴🔴,doubleInTest concat trial,"[""🔴"",""🟡""]",NA,NA,rab,🔴,dax,🟡,"rab 🔴, dax 🟡",dax rab rab,NA,NA,NA,NA,NA,39
NA,3027,ButtonsToText,16,231327,0.0-14.0,1,🟡,ME trial,"[""⚫"",""🟡""]",NA,NA,NA,NA,NA,NA,fep ⚫,yim,⚫,0,2,NA,NA,39
NA,7013,ButtonsToText,17,238344,0.0-15.0,1,🟡,"ME_vs_OneToOne trial, simple","[""🟢"",""🟡""]",NA,NA,rab,🟢,tufa,🟡,"rab 🟢, tufa 🟡",lug,NA,NA,NA,NA,NA,39
NA,55489,survey-text,18,293843,0.0-16.0,1,"{""strategy"":""length of the words? and the example outputs i guess""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
NA,5587,survey-multi-choice,19,299435,0.0-17.0,1,"{""effort"":""Moderate to high effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"[{""page_index"":0,""viewing_time"":14135}]",14138,instructions,20,313581,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"[{""page_index"":0,""viewing_time"":2859},{""page_index"":1,""viewing_time"":5481},{""page_index"":2,""viewing_time"":6120},{""page_index"":3,""viewing_time"":14120},{""page_index"":4,""viewing_time"":16736},{""page_index"":5,""viewing_time"":14096},{""page_index"":6,""viewing_time"":11272},{""page_index"":7,""viewing_time"":13448}]",84132,instructions,0,84141,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,47676,ButtonsToText,1,131820,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,41677,survey-multi-choice,2,173501,0.0-0.0-2.0,1,"{""commands"":""Categories of circles"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"[{""page_index"":0,""viewing_time"":1979},{""page_index"":1,""viewing_time"":4904},{""page_index"":2,""viewing_time"":3640},{""page_index"":3,""viewing_time"":11976},{""page_index"":4,""viewing_time"":1776},{""page_index"":3,""viewing_time"":2672},{""page_index"":4,""viewing_time"":4224},{""page_index"":5,""viewing_time"":2376},{""page_index"":6,""viewing_time"":664},{""page_index"":7,""viewing_time"":776}]",34987,instructions,3,208492,0.0-0.1-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,3647,ButtonsToText,4,212141,0.0-0.1-1.1,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,8478,survey-multi-choice,5,220620,0.0-0.1-2.1,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"[{""page_index"":0,""viewing_time"":3115}]",3116,instructions,6,223739,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,46598,ButtonsToText,7,270339,0.0-2.0,1,⚫⚫⚫,ME trial,"[""⚫"",""🟠"",""🟢"",""🟣"",""🔴"",""🟤""]",NA,NA,NA,NA,NA,NA,"rish ⚫, rab ⚫",lug,⚫,1,6,NA,NA,58
NA,16228,ButtonsToText,8,286572,0.0-3.0,1,🟢🟢,ME trial,"[""🟢"",""🔵"",""🟡"",""🔴"",""⚫"",""🟣""]",NA,NA,NA,NA,NA,NA,kiki 🟢,cag,🟢,0,6,NA,NA,58
NA,7846,ButtonsToText,9,294420,0.0-4.0,1,🟢🟢🟢,ME trial,"[""🟢"",""🔴""]",NA,NA,NA,NA,NA,NA,"tufa 🟢, rish 🟢",fep,🟢,1,2,NA,NA,58
NA,12205,ButtonsToText,10,306628,0.0-5.0,1,🟠🟠🟠🟠,ME trial,"[""🟠"",""⚫"",""🔵"",""🔴"",""🟡"",""🟤""]",NA,NA,NA,NA,NA,NA,"gazzer 🟠, zun 🟠, rab 🟠",zup,🟠,2,6,NA,NA,58
NA,8246,ButtonsToText,11,314876,0.0-6.0,1,🟡⚫🟡,"ME_vs_OneToOne trial, oneDropped","[""🟡"",""⚫""]",NA,NA,lomp,🟡,hed,⚫,"lomp 🟡, hed ⚫",lomp zup,NA,NA,NA,NA,NA,58
NA,7597,ButtonsToText,12,322475,0.0-7.0,1,🔵🟢🔵,"ME_vs_OneToOne trial, simple","[""🔵"",""🟢""]",NA,NA,dax,🔵,yim,🟢,"dax 🔵, yim 🟢",fom,NA,NA,NA,NA,NA,58
NA,11575,ButtonsToText,13,334052,0.0-8.0,1,🔴🟣🔴🟣,simple concat trial,"[""🔴"",""🟣""]",NA,NA,cag,🔴,gazzer,🟣,"cag 🔴, gazzer 🟣",cag gazzer,NA,NA,NA,NA,NA,58
NA,9149,ButtonsToText,14,343203,0.0-9.0,1,🟢🟢,catch trial,"[""🟢"",""🟡"",""🔴"",""🔵"",""🟠"",""🟣""]",FALSE,NA,NA,NA,NA,NA,NA,NA,🟢,NA,NA,tufa,tufa 🟢,58
NA,6422,ButtonsToText,15,349628,0.0-10.0,1,🟤🟤🟤🟤,ME trial,"[""🟤"",""🔴""]",NA,NA,NA,NA,NA,NA,"blicket 🟤, cag 🟤, rish 🟤",zup,🟤,2,2,NA,NA,58
NA,9982,ButtonsToText,16,359612,0.0-11.0,1,🟢🟢🟢⚫⚫,multipleCircles concat trial,"[""🟢"",""⚫""]",NA,NA,pab,🟢,lug,⚫,"pab 🟢🟢🟢, lug ⚫⚫",pab lug,NA,NA,NA,NA,NA,58
NA,2926,ButtonsToText,17,362540,0.0-12.0,1,🟡🟡,catch trial,"[""🟡"",""🟠"",""🔵"",""🔴"",""🟣"",""🟤""]",FALSE,NA,NA,NA,NA,NA,NA,NA,🟡,NA,NA,fep,fep 🟡,58
NA,5837,ButtonsToText,18,368380,0.0-13.0,1,⚫⚫,ME trial,"[""⚫"",""🔵""]",NA,NA,NA,NA,NA,NA,yim ⚫,lug,⚫,0,2,NA,NA,58
NA,10062,ButtonsToText,19,378444,0.0-14.0,1,⚫⚫🟤,"ME_vs_OneToOne trial, concat","[""⚫"",""🟤""]",NA,NA,kiki,⚫,rab,🟤,"kiki ⚫, rab 🟤",kiki jeg rab,NA,NA,NA,NA,NA,58
NA,7589,ButtonsToText,20,386035,0.0-15.0,1,🟢🟠🟠,doubleInTest concat trial,"[""🟠"",""🟢""]",NA,NA,hed,🟠,lomp,🟢,"hed 🟠, lomp 🟢",lomp hed hed,NA,NA,NA,NA,NA,58
NA,20847,survey-text,21,406893,0.0-16.0,1,"{""strategy"":""I have no idea I tried to follow patterns""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
NA,7268,survey-multi-choice,22,414164,0.0-17.0,1,"{""effort"":""Little to moderate effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"[{""page_index"":0,""viewing_time"":4266}]",4266,instructions,23,418436,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"[{""page_index"":0,""viewing_time"":4440},{""page_index"":1,""viewing_time"":5482},{""page_index"":2,""viewing_time"":2709},{""page_index"":3,""viewing_time"":1719},{""page_index"":4,""viewing_time"":2673},{""page_index"":5,""viewing_time"":1588},{""page_index"":6,""viewing_time"":1399},{""page_index"":7,""viewing_time"":1013}]",21022,instructions,0,21043,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,33161,ButtonsToText,1,54212,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,40513,survey-multi-choice,2,94737,0.0-0.0-2.0,1,"{""commands"":""Categories of circles"",""outputs"":""Colored circles"",""independence"":""Yes"",""main task"":""Respond with four green circles""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":2258},{""page_index"":1,""viewing_time"":1129},{""page_index"":2,""viewing_time"":881},{""page_index"":3,""viewing_time"":768},{""page_index"":4,""viewing_time"":621},{""page_index"":5,""viewing_time"":916},{""page_index"":6,""viewing_time"":627},{""page_index"":7,""viewing_time"":630}]",7830,instructions,3,102584,0.0-0.1-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,6528,ButtonsToText,4,109118,0.0-0.1-1.1,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,24147,survey-multi-choice,5,133277,0.0-0.1-2.1,1,"{""commands"":""Categories of circles"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":2235},{""page_index"":1,""viewing_time"":1189},{""page_index"":2,""viewing_time"":753},{""page_index"":3,""viewing_time"":824},{""page_index"":4,""viewing_time"":703},{""page_index"":5,""viewing_time"":5672},{""page_index"":6,""viewing_time"":4368},{""page_index"":7,""viewing_time"":889}]",16633,instructions,6,149962,0.0-0.2-0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,19895,ButtonsToText,7,169866,0.0-0.2-1.2,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,26158,survey-multi-choice,8,196034,0.0-0.2-2.2,1,"{""commands"":""Categories of circles"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":2818},{""page_index"":1,""viewing_time"":4787},{""page_index"":2,""viewing_time"":4436},{""page_index"":3,""viewing_time"":10791},{""page_index"":4,""viewing_time"":6253},{""page_index"":5,""viewing_time"":3208},{""page_index"":6,""viewing_time"":1450},{""page_index"":7,""viewing_time"":1492}]",35240,instructions,9,231298,0.0-0.3-0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,5670,ButtonsToText,10,236981,0.0-0.3-1.3,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,23634,survey-multi-choice,11,260632,0.0-0.3-2.3,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":2934}]",2936,instructions,12,263591,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,64743,ButtonsToText,13,328348,0.0-2.0,1,🟣🟣🟣🟣,catch trial,"[""🟣"",""⚫"",""🟢"",""🟤"",""🔴"",""🟠""]",FALSE,NA,NA,NA,NA,NA,NA,NA,🟣,NA,NA,rish,rish 🟣,65
NA,36933,ButtonsToText,14,365295,0.0-3.0,1,🟤🟤🟤🟤,ME trial,"[""🟣"",""🟠"",""🔴"",""⚫"",""🟤"",""🟡""]",NA,NA,NA,NA,NA,NA,"lomp 🟣, zun 🟣, lug 🟣",rab,🟣,2,6,NA,NA,65
NA,8223,ButtonsToText,15,373536,0.0-4.0,1,🟡🟡🟡🟡,ME trial,"[""🔴"",""🟡"",""🟤"",""🟠"",""🟢"",""⚫""]",NA,NA,NA,NA,NA,NA,fep 🔴,yim,🔴,0,6,NA,NA,65
NA,17730,ButtonsToText,16,391284,0.0-5.0,1,🔴🟡🔴🟡,"ME_vs_OneToOne trial, oneDropped","[""🟡"",""🔴""]",NA,NA,tufa,🟡,rab,🔴,"tufa 🟡, rab 🔴",tufa yim,NA,NA,NA,NA,NA,65
NA,61763,ButtonsToText,17,453070,0.0-6.0,1,🟡🟢🟡🟢,"ME_vs_OneToOne trial, simple","[""🟢"",""🟡""]",NA,NA,lug,🟢,fep,🟡,"lug 🟢, fep 🟡",zun,NA,NA,NA,NA,NA,65
NA,10590,ButtonsToText,18,463674,0.0-7.0,1,🟤🔴🟤🟤,multipleCircles concat trial,"[""🟤"",""🔴""]",NA,NA,lomp,🟤,pab,🔴,"lomp 🟤🟤🟤, pab 🔴🔴",lomp pab,NA,NA,NA,NA,NA,65
NA,7977,ButtonsToText,19,471664,0.0-8.0,1,🟤🟤🟤🟡,doubleInTest concat trial,"[""🟤"",""🟡""]",NA,NA,yim,🟤,lomp,🟡,"yim 🟤, lomp 🟡",lomp yim yim,NA,NA,NA,NA,NA,65
NA,7877,ButtonsToText,20,479552,0.0-9.0,1,🟣🟣🟡🟣,ME trial,"[""🟡"",""🟣""]",NA,NA,NA,NA,NA,NA,ibb 🟡,cag,🟡,0,2,NA,NA,65
NA,14841,ButtonsToText,21,494406,0.0-10.0,1,🔵🟢🟠🔴,catch trial,"[""🔵"",""⚫"",""🟢"",""🟣"",""🟠"",""🔴""]",FALSE,NA,NA,NA,NA,NA,NA,NA,🔵,NA,NA,rish,rish 🔵,65
NA,5946,ButtonsToText,22,500373,0.0-11.0,1,🔵🟢🟢🟢,ME trial,"[""🔵"",""🟢""]",NA,NA,NA,NA,NA,NA,"cag 🔵, ibb 🔵, tufa 🔵",hed,🔵,2,2,NA,NA,65
NA,16680,ButtonsToText,23,517067,0.0-12.0,1,🟤🟡🟤🟡,"ME_vs_OneToOne trial, concat","[""🟤"",""🟡""]",NA,NA,lomp,🟤,tufa,🟡,"lomp 🟤, tufa 🟡",lomp gazzer tufa,NA,NA,NA,NA,NA,65
NA,11933,ButtonsToText,24,529017,0.0-13.0,1,🔵🔵🟡🟡,ME trial,"[""🔵"",""🟡""]",NA,NA,NA,NA,NA,NA,"zup 🔵, lomp 🔵",yim,🔵,1,2,NA,NA,65
NA,7334,ButtonsToText,25,536366,0.0-14.0,1,🟤🟤🟤🔴,ME trial,"[""🟤"",""🔵"",""🔴"",""⚫"",""🟠"",""🟡""]",NA,NA,NA,NA,NA,NA,"jeg 🟤, wif 🟤",lug,🟤,1,6,NA,NA,65
NA,5440,ButtonsToText,26,541824,0.0-15.0,1,🔴🟣🟣🔴,simple concat trial,"[""🟣"",""🔴""]",NA,NA,rish,🟣,lomp,🔴,"rish 🟣, lomp 🔴",rish lomp,NA,NA,NA,NA,NA,65
NA,15046,survey-text,27,557315,0.0-16.0,1,"{""strategy"":""guessing""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NA,5171,survey-multi-choice,28,562520,0.0-17.0,1,"{""effort"":""Moderate effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":1849}]",1850,instructions,29,564396,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"[{""page_index"":0,""viewing_time"":1684},{""page_index"":1,""viewing_time"":4139},{""page_index"":2,""viewing_time"":5209},{""page_index"":3,""viewing_time"":13786},{""page_index"":4,""viewing_time"":13670},{""page_index"":5,""viewing_time"":12743},{""page_index"":6,""viewing_time"":12882},{""page_index"":7,""viewing_time"":11692}]",75805,instructions,0,75807,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
NA,30521,ButtonsToText,1,106330,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
NA,29925,survey-multi-choice,2,136259,0.0-0.0-2.0,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"[{""page_index"":0,""viewing_time"":1975}]",1975,instructions,3,138236,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
NA,31530,ButtonsToText,4,169767,0.0-2.0,1,🟢⚫,ME trial,"[""⚫"",""🟢""]",NA,NA,NA,NA,NA,NA,"cag ⚫, hed ⚫, wif ⚫",rish,⚫,2,2,NA,NA,35
NA,21918,ButtonsToText,5,191687,0.0-3.0,1,⚫,catch trial,"[""⚫"",""🟡"",""🔵"",""🔴"",""🟢"",""🟣""]",TRUE,NA,NA,NA,NA,NA,NA,NA,⚫,NA,NA,gazzer,gazzer ⚫,35
NA,34536,ButtonsToText,6,226225,0.0-4.0,1,🟤🔵,ME trial,"[""🟤"",""🔵"",""🟢"",""🔴"",""🟡"",""🟠""]",NA,NA,NA,NA,NA,NA,lug 🟤,blicket,🟤,0,6,NA,NA,35
NA,14645,ButtonsToText,7,240872,0.0-5.0,1,🔴🔴🔴🟣🟣,multipleCircles concat trial,"[""🔴"",""🟣""]",NA,NA,zup,🔴,rab,🟣,"zup 🔴🔴🔴, rab 🟣🟣",zup rab,NA,NA,NA,NA,NA,35
NA,30752,ButtonsToText,8,271626,0.0-6.0,1,🟣,ME trial,"[""⚫"",""🟡"",""🟠"",""🟤"",""🟢"",""🟣""]",NA,NA,NA,NA,NA,NA,"ibb ⚫, rab ⚫, pab ⚫",zup,⚫,2,6,NA,NA,35
NA,9857,ButtonsToText,9,281484,0.0-7.0,1,🔵,ME trial,"[""🔵"",""🟤""]",NA,NA,NA,NA,NA,NA,"gazzer 🔵, fep 🔵",kiki,🔵,1,2,NA,NA,35
NA,9237,ButtonsToText,10,290722,0.0-8.0,1,🔴,simple concat trial,"[""🔴"",""⚫""]",NA,NA,blicket,🔴,tufa,⚫,"blicket 🔴, tufa ⚫",blicket tufa,NA,NA,NA,NA,NA,35
NA,11300,ButtonsToText,11,302023,0.0-9.0,1,🟣,ME trial,"[""⚫"",""🟣""]",NA,NA,NA,NA,NA,NA,lug ⚫,kiki,⚫,0,2,NA,NA,35
NA,6239,ButtonsToText,12,308266,0.0-10.0,1,🔵,catch trial,"[""🔵"",""🟠"",""🟢"",""🟣"",""🟡"",""⚫""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🔵,NA,NA,zun,zun 🔵,35
NA,26135,ButtonsToText,13,334402,0.0-11.0,1,🔵,"ME_vs_OneToOne trial, concat","[""🟠"",""🔵""]",NA,NA,wif,🟠,lomp,🔵,"wif 🟠, lomp 🔵",wif tufa lomp,NA,NA,NA,NA,NA,35
NA,37379,ButtonsToText,14,371782,0.0-12.0,1,🔴,ME trial,"[""🔴"",""🔵"",""🟡"",""🟤"",""⚫"",""🟢""]",NA,NA,NA,NA,NA,NA,"tufa 🔴, pab 🔴",zup,🔴,1,6,NA,NA,35
NA,14080,ButtonsToText,15,385864,0.0-13.0,1,⚫,doubleInTest concat trial,"[""⚫"",""🟢""]",NA,NA,pab,⚫,gazzer,🟢,"pab ⚫, gazzer 🟢",gazzer pab pab,NA,NA,NA,NA,NA,35
NA,14558,ButtonsToText,16,400424,0.0-14.0,1,🟣,"ME_vs_OneToOne trial, oneDropped","[""🟣"",""🟤""]",NA,NA,tufa,🟣,fep,🟤,"tufa 🟣, fep 🟤",tufa gazzer,NA,NA,NA,NA,NA,35
NA,7315,ButtonsToText,17,407740,0.0-15.0,1,🟠,"ME_vs_OneToOne trial, simple","[""🟠"",""🔴""]",NA,NA,lug,🟠,yim,🔴,"lug 🟠, yim 🔴",wif,NA,NA,NA,NA,NA,35
NA,66697,survey-text,18,474447,0.0-16.0,1,"{""strategy"":""I changed the color with each word, or at least that's my impression""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
NA,7977,survey-multi-choice,19,482426,0.0-17.0,1,"{""effort"":""High effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
